iter	Passed	Remaining
0	9	9161
1	15	7858
2	22	7385
3	28	7102
4	35	7007
5	41	6888
6	47	6778
7	54	6736
8	63	6949
9	69	6896
10	75	6832
11	82	6787
12	89	6776
13	95	6748
14	102	6723
15	108	6694
16	116	6746
17	124	6789
18	137	7087
19	147	7246
20	161	7516
21	174	7771
22	185	7876
23	192	7811
24	198	7758
25	206	7723
26	212	7658
27	219	7602
28	225	7556
29	234	7567
30	240	7521
31	247	7486
32	254	7459
33	261	7429
34	268	7400
35	275	7380
36	282	7354
37	289	7340
38	298	7359
39	305	7330
40	312	7298
41	319	7278
42	326	7267
43	335	7292
44	343	7284
45	350	7272
46	357	7240
47	363	7218
48	370	7189
49	377	7163
50	383	7133
51	390	7117
52	396	7093
53	403	7071
54	410	7048
55	416	7023
56	423	7002
57	429	6981
58	436	6958
59	442	6932
60	448	6908
61	455	6886
62	462	6885
63	469	6866
64	476	6851
65	482	6833
66	489	6811
67	495	6796
68	502	6779
69	509	6762
70	515	6746
71	522	6730
72	528	6712
73	535	6697
74	543	6701
75	549	6685
76	556	6671
77	563	6655
78	569	6640
79	575	6621
80	582	6604
81	588	6585
82	594	6569
83	601	6563
84	608	6547
85	614	6534
86	621	6518
87	627	6505
88	634	6493
89	640	6479
90	647	6464
91	653	6450
92	660	6436
93	666	6425
94	673	6411
95	679	6399
96	686	6386
97	692	6376
98	699	6368
99	709	6382
100	723	6438
101	735	6479
102	756	6590
103	774	6675
104	795	6780
105	816	6886
106	837	6993
107	859	7100
108	884	7230
109	898	7267
110	912	7309
111	925	7339
112	938	7366
113	951	7392
114	964	7418
115	980	7475
116	993	7500
117	1006	7522
118	1019	7545
119	1032	7571
120	1045	7594
121	1058	7619
122	1072	7643
123	1085	7666
124	1103	7723
125	1122	7789
126	1144	7870
127	1165	7939
128	1189	8028
129	1202	8047
130	1215	8063
131	1228	8079
132	1244	8111
133	1257	8125
134	1274	8168
135	1297	8245
136	1320	8317
137	1341	8377
138	1358	8416
139	1379	8473
140	1398	8518
141	1421	8591
142	1442	8646
143	1462	8696
144	1483	8750
145	1499	8770
146	1512	8774
147	1524	8778
148	1537	8781
149	1551	8790
150	1564	8793
151	1577	8799
152	1602	8871
153	1619	8894
154	1652	9008
155	1684	9115
156	1698	9119
157	1708	9103
158	1722	9109
159	1735	9110
160	1748	9111
161	1762	9114
162	1774	9114
163	1788	9114
164	1800	9112
165	1813	9112
166	1826	9111
167	1842	9122
168	1855	9122
169	1868	9123
170	1881	9121
171	1894	9119
172	1907	9116
173	1920	9116
174	1929	9097
175	1938	9073
176	1947	9055
177	1958	9043
178	1969	9032
179	1981	9027
180	1991	9012
181	2002	9000
182	2011	8980
183	2020	8962
184	2033	8959
185	2047	8961
186	2060	8958
187	2074	8960
188	2087	8958
189	2100	8954
190	2113	8951
191	2126	8949
192	2139	8945
193	2152	8941
194	2165	8939
195	2178	8938
196	2192	8937
197	2205	8934
198	2227	8965
199	2245	8983
200	2259	8979
201	2276	8992
202	2284	8967
203	2290	8938
204	2297	8910
205	2304	8883
206	2311	8856
207	2318	8830
208	2325	8802
209	2331	8772
210	2338	8742
211	2344	8713
212	2350	8685
213	2356	8656
214	2363	8628
215	2369	8600
216	2376	8573
217	2382	8546
218	2388	8519
219	2395	8491
220	2401	8465
221	2407	8438
222	2414	8411
223	2420	8384
224	2426	8358
225	2432	8332
226	2439	8306
227	2445	8281
228	2452	8256
229	2458	8232
230	2465	8206
231	2471	8181
232	2477	8156
233	2484	8131
234	2490	8106
235	2496	8082
236	2503	8058
237	2509	8035
238	2516	8013
239	2523	7990
240	2529	7967
241	2536	7944
242	2543	7922
243	2549	7899
244	2556	7877
245	2563	7855
246	2569	7833
247	2577	7814
