市区町村コード,市区町村名,都道府県名,2018_15〜64歳人口,2018_15歳未満人口,2018_65歳以上人口,2018_出生数,2018_出生率[‰],2018_年少人口率[%],2018_死亡数,2018_死亡率[‰],2018_生産年齢人口率[%],2018_総人口,2018_転入率[‰],2018_転入者数,2018_転入超過率[‰],2018_転出率[‰],2018_転出者数,2018_高齢化率[%],スーパー件数,スーパー密度[件/km²],2018年総人口あたりのスーパー密度,2023年総人口あたりのスーパー密度,住宅地価_log中央値_2018,住宅地価_log中央値_2023,住宅地価_log差分,住宅地価_中央値_2018,住宅地価_中央値_2023,住宅地価_増減率[%],学校件数,学校密度[件/km²],2018年総人口あたりの学校密度,2023年総人口あたりの学校密度,平均気温,年最深積雪,年降水量,最低気温,最高気温,centroid_lat,centroid_lon,centroid_lat_std,centroid_lon_std,標準地点数_2018,標準地点数_2023,病院件数,病院密度[件/km²],2018年総人口あたりの病院密度,2023年総人口あたりの病院密度,空き家_2018,空き家_2023,空き家_増加率_5年_%,空き家率_2018,空き家率_2023,空き家率_差分_5年_pt,住宅総数_2018,住宅総数_2023,過疎地域市町村,都市種別,都道府県コード,駅件数,駅密度[件/km²],2018年総人口あたりの駅密度,2023年総人口あたりの駅密度,住民基本台帳登載人口_2018,住民基本台帳登載人口_2023,地方税_2018,地方税_2023,地方税_変化量,地方税_変化率,地方税_ログ差分,地方交付税_2018,地方交付税_2023,地方交付税_変化量,地方交付税_変化率,地方交付税_ログ差分,民生費_2018,民生費_2023,民生費_変化量,民生費_変化率,民生費_ログ差分,教育費_2018,教育費_2023,教育費_変化量,教育費_変化率,教育費_ログ差分,土木費_2018,土木費_2023,土木費_変化量,土木費_変化率,土木費_ログ差分,人件費_2018,人件費_2023,人件費_変化量,人件費_変化率,人件費_ログ差分,公債費_2018,公債費_2023,公債費_変化量,公債費_変化率,公債費_ログ差分,扶助費_2018,扶助費_2023,扶助費_変化量,扶助費_変化率,扶助費_ログ差分,地方債現在高_2018,地方債現在高_2023,地方債現在高_変化量,地方債現在高_変化率,地方債現在高_ログ差分,住宅総数_2023_raw,空き家_2023_raw,空き家率_2023_raw,2023_総人口,2023_15歳未満人口,2023_15〜64歳人口,2023_65歳以上人口,2023_出生数,2023_死亡数,2023_転入者数,2023_転出者数,2023_高齢化率[%],2023_年少人口率[%],2023_生産年齢人口率[%],2023_出生率[‰],2023_死亡率[‰],2023_転入率[‰],2023_転出率[‰],2023_転入超過率[‰]
2201,青森市,青森県,170236,32574,84764,1752.0,6.092344926870997,11.327171441089943,3664.0,12.74106838587633,59.19728487276319,287574,25.642095599741285,7374.0,-3.877262895811164,29.51935849555245,8489.0,29.47554368614687,69.0,0.071519,0.0002399382419829331,0.0002508187961424796,10.526748605631909,10.529425983402623,0.0026773777707163,37300.0,37400.0,0.2680965147453085,103.0,0.10676,0.0003581686800614798,0.00037441066670544057,17.72,168.0,1425.0,8.43,27.0,40.78777652979047,140.7535795876311,2.4877882151715,1.0796487520805997,48.0,47.0,113.0,0.117125,0.00039294233831987593,0.00041076121687101734,19700.0,20260.0,2.8426395939086295,14.5829,15.09,0.5070999999999994,135090.0,134280.0,,中核市,2.0,34.0,0.035241,0.00011823043807854674,0.00012359187056296098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275099,28961,158201,87937,1278.0,4225.0,6468.0,7657.0,31.965583299103233,10.527482833452684,57.50693386744409,4.64560031116071,15.35810744495618,23.511535847095047,27.83361626178212,-4.322080414687072
2202,弘前市,青森県,101677,18977,53396,1110.0,6.377477736282677,10.903188738868142,2317.0,13.312266590060329,58.41827061189313,174050,25.113473139902325,4371.0,-6.1648951450732525,31.278368284975578,5444.0,30.678540649238723,29.0,0.055376,0.00016661878770468256,0.00017429455780268655,10.275051108968611,10.281923988256374,0.0068728792877621,29000.0,29200.0,0.6896551724137945,56.0,0.106933,0.00032174662453318014,0.00033656880127415334,18.49,131.0,1495.7,8.72,28.26,40.60511989519804,140.38461815356422,2.3730231395230423,0.8591237231170437,30.0,31.0,47.0,0.089747,0.0002700373455903476,0.0002824773867836644,11650.0,12690.0,8.927038626609441,14.1178,15.78,1.6621999999999986,82520.0,80440.0,C,,2.0,24.0,0.045828,0.00013789141051422004,0.00014424377197463714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166385,17437,94436,54512,826.0,2741.0,4141.0,4801.0,32.76256874117258,10.479911049673948,56.75752020915347,4.964389818793761,16.473840790936684,24.88806082279052,28.854764552093037,-3.966703729302516
2203,八戸市,青森県,137564,27841,66956,1600.0,6.885837124130125,11.981786960806676,2801.0,12.0545186154303,59.20270613398978,232361,25.968213254375733,6034.0,-5.835746962700284,31.803960217076018,7390.0,28.81550690520354,52.0,0.067404,0.00022378970653422905,0.0002327309183024965,10.46024210819052,10.41030515490458,-0.0499369532859397,34900.0,33200.0,-4.871060171919773,118.0,0.152956,0.0005078304879045967,0.0005281201607633575,18.44,28.0,1076.2,9.66,27.22,40.5486916210477,141.594533362279,2.337568664157146,1.582279483610198,34.0,33.0,98.0,0.127031,0.00042175752385297015,0.0004386082691085511,16970.0,20280.0,19.50500883912787,15.3658,17.94,2.574200000000001,110440.0,113020.0,,中核市,2.0,28.0,0.036295,0.0001205021496722772,0.00012531664831672888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223434,25204,128076,70154,1149.0,3348.0,5722.0,6886.0,31.398086235756423,11.280288586338695,57.32162517790489,5.142458175568625,14.984290663014582,25.609352202440093,30.818944296749823,-5.2095920943097305
2204,黒石市,青森県,19944,3550,10551,205.0,6.02144220884124,10.427375532383609,492.0,14.451461301218975,58.58128946981935,34045,18.769275958290496,639.0,-7.548832427669264,26.31810838595976,896.0,30.991334997797033,5.0,0.023036,0.000146864444118079,0.0001563721657544957,9.445412494155669,9.413281215972871,-0.0321312781827938,12650.0,12250.0,-3.1620553359683834,9.0,0.041465,0.0002643559994125422,0.00028146989835809225,17.2,187.0,1369.6,7.35,27.05,40.61709100866574,140.70465471890864,2.3805447154339454,1.0504067850459062,2.0,2.0,1.0,0.004607,2.93728888236158e-05,3.127443315089914e-05,1800.0,1630.0,-9.444444444444445,13.3432,12.57,-0.7731999999999992,13490.0,12970.0,,,2.0,2.0,0.009214,5.87457776472316e-05,6.254886630179828e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31975,3127,17909,10939,141.0,554.0,696.0,865.0,34.211102423768565,9.77951524628616,56.00938232994527,4.4096950742767795,17.326035965598123,21.7670054730258,27.05238467552776,-5.285379202501961
2205,五所川原市,青森県,31905,5621,18215,282.0,5.0591126818679255,10.084139143538868,828.0,14.854415959527095,57.23793975709083,55741,24.470318078254785,1364.0,-7.947471340664862,32.41778941891965,1807.0,32.6779210993703,18.0,0.036474,0.00032292208607667607,0.00034330180042722,9.803667217253915,9.820105943597078,0.0164387263431606,18100.0,18400.0,1.6574585635359185,16.0,0.032421,0.0002870418542903787,0.0003051571559353067,18.46,87.0,1398.5,9.52,27.4,40.938957138003744,140.43273329169318,2.582776573940346,0.8878817212430808,3.0,3.0,19.0,0.0385,0.0003408622019698247,0.0003623741226731767,4020.0,4330.0,7.711442786069651,17.3575,17.76,0.4024999999999998,23160.0,24380.0,A,,2.0,16.0,0.032421,0.0002870418542903787,0.0003051571559353067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52432,4848,28792,18792,197.0,972.0,1227.0,1487.0,35.84070796460177,9.246261824839792,54.91303021055843,3.7572474824534634,18.53829722306988,23.40173939578883,28.360543179737565,-4.958803783948735
2206,十和田市,青森県,35623,7086,19587,382.0,6.132014896622576,11.374727109284704,826.0,13.25927828432002,57.183446770258115,62296,27.48170026968024,1712.0,-2.006549377167069,29.488249646847308,1837.0,31.441826120457172,23.0,0.031696,0.0003692050853987415,0.0003854791673649985,9.686574550972557,9.686574550972557,0.0,16100.0,16100.0,0.0,26.0,0.03583,0.00041736227045075126,0.00043575905876043307,17.18,133.0,1524.7,7.61,26.74,40.56682363242579,141.05699147742178,2.348961196720268,1.2609953905258784,3.0,3.0,21.0,0.02894,0.00033710029536406834,0.0003519592397680421,4830.0,5550.0,14.906832298136646,15.7895,18.25,2.4604999999999997,30590.0,30410.0,C,,2.0,2.0,0.002756,3.2104790034673176e-05,3.351992759695639e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59666,6352,32819,20495,280.0,946.0,1597.0,1651.0,34.34954580498106,10.64592900479335,55.004525190225586,4.6927898635738945,15.854925753360371,26.76566218616968,27.670700231287498,-0.9050380451178164
2207,三沢市,青森県,24763,5549,9915,340.0,8.452034703060134,13.794217813906082,440.0,10.937927262783704,61.558157456434735,40227,53.54612573644567,2154.0,-1.7152658662092648,55.26139160265493,2223.0,24.647624729659185,12.0,0.01959,0.00029830710716682824,0.0003097253768325418,10.338511462885837,10.338511462885837,0.0,30900.0,30900.0,0.0,13.0,0.021222,0.0003231660327640639,0.0003355358249019203,17.93,43.0,1144.0,10.36,25.5,40.77467371799084,141.50666445772305,2.479555581351503,1.5297610062489921,2.0,2.0,13.0,0.021222,0.0003231660327640639,0.0003355358249019203,3240.0,3760.0,16.049382716049383,16.7269,18.12,1.3931000000000004,19370.0,20750.0,,,2.0,1.0,0.001632,2.485892559723569e-05,2.5810448069378484e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38744,4945,23375,10424,243.0,559.0,1836.0,1850.0,26.904811067520136,12.76326657030766,60.33192236217221,6.271938880858972,14.428040470782571,47.3879826553789,47.749328928350195,-0.3613462729712964
2208,むつ市,青森県,34041,6608,18255,349.0,5.924894743990221,11.218253429308705,816.0,13.853049028928426,57.79064240119517,58904,35.396577482004616,2085.0,-7.435827787586582,42.8324052695912,2523.0,30.991104169496133,13.0,0.008085,0.00022069808501969305,0.00023650553968744884,9.525151111816216,9.506734385029985,-0.0184167267862314,13700.0,13450.0,-1.8248175182481785,16.0,0.009951,0.00027162841233192993,0.0002910837411537832,16.66,97.0,1592.1,8.67,24.64,41.25991244310914,141.03676220918865,2.784436152046467,1.248904533457569,4.0,4.0,4.0,0.002488,6.790710308298248e-05,7.27709352884458e-05,5430.0,5990.0,10.313075506445673,18.615,20.76,2.145000000000003,29170.0,28850.0,C,,2.0,7.0,0.004354,0.00011883743039521934,0.00012734913675478015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54967,5599,30659,18709,226.0,962.0,1718.0,2138.0,34.03678570778831,10.1861116670002,55.7771026252115,4.111557843797187,17.501409936871216,31.25511670638747,38.89606491167428,-7.640948205286811
2209,つがる市,青森県,18118,3303,11833,149.0,4.480663980273049,9.932639682444218,571.0,17.170866662657122,54.483671137306786,33254,19.96752270403561,664.0,-5.924099356468393,25.891622060504,861.0,35.583689180248996,7.0,0.012168,0.00021050099236182113,0.0002274425707508854,9.071078304642676,9.047821442478408,-0.023256862164267,8700.0,8500.0,-2.298850574712641,9.0,0.015644,0.0002706441330366272,0.00029242616239399553,19.03,62.0,1373.2,10.41,27.66,40.904921300526176,140.26477877382283,2.5613915009503203,0.7874967717656589,5.0,5.0,0.0,0.0,0.0,0.0,1710.0,2180.0,27.485380116959064,13.3698,17.43,4.0602,12790.0,12510.0,A,,2.0,5.0,0.008691,0.0001503578516870151,0.00016245897910777528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30777,2827,15988,11962,107.0,616.0,569.0,776.0,38.866686161744155,9.185430678753615,51.947883159502226,3.476622152906391,20.01494622607791,18.487831822464827,25.213633557526727,-6.7258017350619
2210,平川市,青森県,17866,3496,10286,160.0,5.046045162104201,11.02560867919768,455.0,14.34969092973382,56.34540179134603,31708,22.39182540683739,710.0,1.923804718052228,20.468020688785163,649.0,32.43976283587738,4.0,0.011563,0.00012615112905260502,0.0001311260449106704,9.341368634382588,9.314700387300425,-0.0266682470821617,11400.0,11100.0,-2.631578947368418,12.0,0.034689,0.0003784533871578151,0.00039337813473201114,17.14,153.0,1620.1,7.22,27.07,40.51831836167627,140.70050596025763,2.3184848273327656,1.0479271082092436,5.0,5.0,0.0,0.0,0.0,0.0,1400.0,1610.0,15.0,12.0482,13.39,1.341800000000001,11620.0,12020.0,C,,2.0,8.0,0.023126,0.00025230225810521004,0.0002622520898213408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30505,3300,16564,10548,153.0,515.0,563.0,634.0,34.57793804294378,10.817898705130306,54.2992951975086,5.015571217833142,16.88247828224881,18.455990821176854,20.783478118341257,-2.327487297164403
2408,東北町,青森県,9817,1918,6197,96.0,5.353557885344635,10.695962525094805,275.0,15.335712692393486,54.74570600044613,17932,22.80838724068704,409.0,-1.0037921035021213,23.81217934418916,427.0,34.55833147445907,8.0,0.024503,0.00044612982377871963,0.0004724223455769458,8.612503371220562,8.517193191416238,-0.0953101798043238,5500.0,5000.0,-9.090909090909092,4.0,0.012252,0.00022306491188935982,0.0002362111727884729,17.89,58.0,1314.0,9.55,26.23,40.795543108478086,141.23471605300065,2.492668037865062,1.3672198182257234,3.0,3.0,4.0,0.012252,0.00022306491188935982,0.0002362111727884729,810.0,770.0,-4.938271604938271,11.8421,11.98,0.1379000000000001,6840.0,6430.0,A,,2.0,4.0,0.012252,0.00022306491188935982,0.0002362111727884729,17704.0,16354.0,1728098.0,1802973.0,74875.0,0.0433279825565448,0.0424155873307477,4544674.0,4722103.0,177429.0,0.0390410841349677,0.0382982533324085,3174221.0,3455655.0,281434.0,0.0886623836210522,0.0849497716602858,3322307.0,1237094.0,-2085213.0,-0.627640070589503,-0.987894340307136,1568967.0,1780081.0,211114.0,0.134556048661317,0.126241427861693,1266902.0,1382996.0,116094.0,0.0916361328658412,0.0876776101340546,1335508.0,1328389.0,-7119.0,-0.0053305558633868,-0.0053448139679463,931913.0,2312351.0,1380438.0,1.4812949277454,0.908780572189345,12935311.0,10526926.0,-2408385.0,-0.186186864776579,-0.206024502940949,,,,16934,1723,8808,6403,72.0,319.0,373.0,406.0,37.8115034841148,10.17479626786347,52.013700248021735,4.2518011101925115,18.83784102988071,22.026691862525094,23.97543403803,-1.9487421755049041
2412,おいらせ町,青森県,15436,3434,6430,183.0,7.233201581027668,13.57312252964427,283.0,11.185770750988144,61.01185770750989,25300,38.37944664031621,971.0,0.6324110671936793,37.74703557312253,955.0,25.415019762845848,4.0,0.025921,0.00015810276679841898,0.000157952930026852,9.239899174217728,9.51044496442652,0.2705457902087929,10300.0,13500.0,31.06796116504855,9.0,0.058323,0.00035573122529644266,0.000355394092560417,18.4,35.0,1057.1,10.17,26.63,40.63891440592971,141.46561914505,2.3942565843923034,1.5052285810947639,5.0,5.0,2.0,0.012961,7.905138339920949e-05,7.8976465013426e-05,1030.0,1020.0,-0.9708737864077668,10.0195,10.53,0.5104999999999986,10280.0,9690.0,,,2.0,2.0,0.012961,7.905138339920949e-05,7.8976465013426e-05,25214.0,25148.0,2581484.0,2775815.0,194331.0,0.0752787931282937,0.0725799704011116,3406213.0,3771929.0,365716.0,0.107367331402939,0.101985424703338,3273192.0,4504955.0,1231763.0,0.376318590537921,0.319412246532496,1759905.0,1273080.0,-486825.0,-0.276620044831965,-0.323820669043464,1386379.0,1407864.0,21485.0,0.0154972053096592,0.0153783500006988,1202252.0,1307854.0,105602.0,0.0878368262227886,0.0841911612880697,1027312.0,1062514.0,35202.0,0.0342661236313798,0.0336921159225465,2144112.0,3049109.0,904997.0,0.422084760497586,0.352123936143037,10692918.0,7716313.0,-2976605.0,-0.278371628773362,-0.326244993896534,,,,25324,3502,14884,6938,191.0,324.0,919.0,911.0,27.39693571315748,13.828779023850894,58.77428526299163,7.542252408782183,12.794187332175012,36.28968567366925,35.97377981361554,0.3159058600537037
2442,五戸町,青森県,9558,1620,6449,73.0,4.141374028479038,9.19044647415896,281.0,15.941453452090544,54.22363419753787,17627,16.792420718216373,296.0,-6.524082373631359,23.316503091847732,411.0,36.58591932830318,2.0,0.011257,0.00011346230215011063,0.000122040517451794,9.367344120785848,9.301094735244646,-0.0662493855412016,11700.0,10950.0,-6.41025641025641,8.0,0.045029,0.0004538492086004425,0.000488162069807176,18.53,41.0,1103.9,9.08,27.99,40.50816050917377,141.2967162215395,2.3121025422683514,1.4042767778436107,2.0,2.0,1.0,0.005629,5.6731151075055314e-05,6.1020258725897e-05,840.0,710.0,-15.476190476190476,11.8812,10.66,-1.2211999999999996,7070.0,6660.0,A,,2.0,1.0,0.005629,5.6731151075055314e-05,6.1020258725897e-05,17306.0,15653.0,1477795.0,1420395.0,-57400.0,-0.0388416525972818,-0.0396161100134922,4211861.0,4702048.0,490187.0,0.116382520695721,0.110093565710201,2455742.0,3060908.0,605166.0,0.246428981546107,0.220282648067249,889561.0,991192.0,101631.0,0.11424848886136,0.108180176650079,668432.0,895673.0,227241.0,0.339961282523877,0.292640719906492,1117431.0,1106727.0,-10704.0,-0.0095791149520641,-0.0096252897863244,1154809.0,1040116.0,-114693.0,-0.0993177226710218,-0.10460271693873,1405902.0,1847328.0,441426.0,0.313980633073998,0.273061181045124,11172314.0,9089155.0,-2083159.0,-0.18645725496079,-0.206356809094721,,,,16388,1394,8292,6702,50.0,364.0,246.0,365.0,40.895777398096165,8.506224066390041,50.59799853551379,3.0510129362948497,22.211374176226503,15.01098364657066,22.272394434952403,-7.261410788381744
2445,南部町,青森県,10111,1715,6773,85.0,4.570138179472015,9.22092585622883,368.0,19.786010000537665,54.3631378031077,18599,19.35587934835206,360.0,-2.4194849185440077,21.77536426689607,405.0,36.41593634066347,2.0,0.013059,0.00010753266304640035,0.0001156002543205595,9.244741798693514,9.011889433252344,-0.23285236544117,10350.0,8200.0,-20.772946859903385,13.0,0.084885,0.0006989623098016023,0.0007514016530836368,18.67,34.0,1080.4,8.95,28.39,40.42221529413437,141.34702792371812,2.2581022639448807,1.434347643131213,2.0,1.0,4.0,0.026118,0.0002150653260928007,0.000231200508641119,1200.0,1080.0,-10.0,16.129,15.19,-0.9390000000000018,7440.0,7110.0,A,,2.0,5.0,0.032648,0.00026883165761600085,0.00028900063580139876,18254.0,16543.0,1564919.0,1701822.0,136903.0,0.0874824831189346,0.083865376374133,5006660.0,5012955.0,6295.0,0.0012573252427766,0.0012565354713238,2677321.0,3370796.0,693475.0,0.259018249959568,0.230332250556488,986969.0,1075123.0,88154.0,0.0893179015754294,0.0855517219888799,723269.0,783737.0,60468.0,0.0836037490892047,0.0802922910688899,1292728.0,1526451.0,233723.0,0.180798280844849,0.166190718938934,1427652.0,1207528.0,-220124.0,-0.154186034131567,-0.167455842057803,1406318.0,2183021.0,776703.0,0.552295426781141,0.439734755953761,11390650.0,11576373.0,185723.0,0.0163048640771159,0.0161733672143995,,,,17301,1511,8942,6805,57.0,366.0,301.0,407.0,39.332986532570374,8.733599213918271,51.68487370672216,3.294607248135946,21.154846540662387,17.397838275244204,23.52465175423386,-6.126813478989657
3201,盛岡市,岩手県,178365,36967,76527,2076.0,7.1130237546212385,12.666047646294956,3087.0,10.577025207377536,61.113414354191576,291859,38.40210512610542,11208.0,-2.761607488547547,41.163712614652965,12014.0,26.220537999513464,43.0,0.048508,0.00014733141688280985,0.00015073439197952818,10.766377507683169,10.771637909082347,0.0052604013991786,47400.0,47650.0,0.527426160337563,91.0,0.102656,0.000311794393868272,0.0003189960388403968,17.43,61.0,1359.0,7.15,27.71,39.74546184265188,141.26914258150828,1.8328909858106681,1.3877962538509228,45.0,46.0,42.0,0.04738,0.0001439051048622794,0.00014722894100326008,21990.0,24330.0,10.641200545702592,14.6943,15.62,0.9256999999999992,149650.0,155760.0,,中核市,3.0,17.0,0.019177,5.824730434901785e-05,5.9592666596557644e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285270,34044,170489,80737,1596.0,3737.0,10065.0,10816.0,28.301959547095738,11.933957303607109,59.76408314929715,5.594699758123883,13.099870298313878,35.2823640761384,37.91495775931573,-2.6325936831773333
3202,宮古市,岩手県,29137,5651,19371,341.0,6.29627578057202,10.434092209974336,911.0,16.82084233460736,53.79899924296977,54159,24.686571022360088,1337.0,-10.85692128732067,35.54349230968076,1925.0,35.76690854705589,13.0,0.0056,0.0002400339740394025,0.00026383082355806305,10.657259354912508,10.622546114880574,-0.0347132400319338,42500.0,41050.0,-3.4117647058823475,32.0,0.013784,0.0005908528591739139,0.0006494297195275399,16.66,56.0,1396.1,7.91,25.42,39.65290459343423,141.92184310716286,1.7747362971951768,1.7779096614717735,4.0,4.0,5.0,0.002154,9.232075924592404e-05,0.0001014733936761781,3650.0,5470.0,49.86301369863014,14.3475,22.2,7.852499999999999,25440.0,24640.0,A,,3.0,24.0,0.010338,0.0004431396443804354,0.0004870722896456549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49274,4771,25428,19075,215.0,982.0,1048.0,1465.0,38.71209968746195,9.682591224580914,51.60530908795714,4.363355928075658,19.92937451800138,21.26882331452693,29.731704347120186,-8.462881032593256
3203,大船渡市,岩手県,20160,3759,13345,197.0,5.286603692571919,10.087483898668957,607.0,16.289179905538855,54.1004723057106,37264,24.01781880635466,895.0,-16.208673250322022,40.22649205667668,1499.0,35.81204379562044,8.0,0.0062,0.00021468441391155003,0.0002333381945457197,10.407288561365156,10.382822509210747,-0.0244660521544073,33100.0,32300.0,-2.4169184290030232,20.0,0.015499,0.000536711034778875,0.0005833454863642993,18.14,53.0,1555.7,10.52,25.75,39.02637377562022,141.92471051726824,1.3810804255486022,1.7796234874659151,3.0,3.0,3.0,0.002325,8.050665521683126e-05,8.750182295464489e-05,2450.0,3320.0,35.51020408163265,14.7858,20.38,5.594199999999999,16570.0,16290.0,A,,3.0,17.0,0.013174,0.0004562043795620438,0.0004958436634096544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34285,3236,17862,13187,126.0,614.0,727.0,1044.0,38.46288464343007,9.438529969374365,52.09858538719556,3.6750765640950855,17.908706431383987,21.204608429342276,30.45063438821642,-9.246025958874146
3205,花巻市,岩手県,53902,11165,31960,565.0,5.823121399198161,11.507106269388936,1508.0,15.542065610603233,55.553608789306075,97027,22.37521514629948,2171.0,-1.411978109186105,23.787193255485587,2308.0,32.939284941305,16.0,0.017614,0.00016490255289764705,0.00017113580695880974,9.83360142507196,9.809176873064889,-0.0244245520070744,18650.0,18200.0,-2.4128686327077764,32.0,0.035228,0.0003298051057952941,0.0003422716139176195,18.64,62.0,1480.0,8.52,28.76,39.44187597641635,141.16750151541984,1.6421448079777923,1.32704627574081,8.0,7.0,12.0,0.01321,0.0001236769146732353,0.0001283518552191073,5270.0,7120.0,35.10436432637571,13.3824,17.04,3.657599999999998,39380.0,41780.0,C,,3.0,14.0,0.015412,0.00014428973378544116,0.00014974383108895854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93493,10026,51160,32307,405.0,1590.0,2169.0,2421.0,34.55552822136417,10.723797503556415,54.72067427507942,4.331875113644872,17.00662081653172,23.199597830853644,25.8949867904549,-2.6953889596012566
3206,北上市,岩手県,55988,12241,24682,633.0,6.812971553422092,13.174973899753528,1025.0,11.032062941955203,60.25981853601834,92911,33.68815317884857,3130.0,2.2279385648631482,31.460214613985425,2923.0,26.565207564228132,12.0,0.027426,0.0001291558588326463,0.0001298518606689535,10.354563171896343,10.367221568768269,0.0126583968719238,31400.0,31800.0,1.273885350318471,31.0,0.07085,0.0003336526353176696,0.0003354506400614632,19.07,98.0,1648.9,8.95,29.18,39.307663143335354,141.00793809354508,1.5578174799510658,1.2316766111051323,5.0,5.0,20.0,0.04571,0.00021525976472107716,0.00021641976778158918,7360.0,6210.0,-15.625,16.8537,13.46,-3.393699999999999,43670.0,46140.0,,,3.0,15.0,0.034282,0.00016144482354080788,0.00016231482583619188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92413,11198,55397,25818,499.0,1215.0,3460.0,3450.0,27.93762782292535,12.117342798091178,59.94502937898347,5.39967320615065,13.147500892731545,37.44061982621493,37.332409942324134,0.10820988389079389
3207,久慈市,岩手県,20409,4247,11022,197.0,5.5216099557150065,11.90369415325971,486.0,13.621839789225854,57.20331857166882,35678,25.786198777958404,920.0,-5.241325186389371,31.027523964347775,1107.0,30.89298727507147,4.0,0.003122,0.00011211390773025393,0.0001199616122840691,10.047587896509883,9.966462351697515,-0.0811255448123677,23100.0,21300.0,-7.792207792207795,24.0,0.018729,0.0006726834463815236,0.0007197696737044146,16.76,37.0,1210.8,8.12,25.4,40.18806516551784,141.81933917595882,2.110983286943402,1.716643956412875,3.0,3.0,3.0,0.002341,8.408543079769045e-05,8.997120921305183e-05,3210.0,3490.0,8.722741433021806,18.4801,21.28,2.799900000000001,17370.0,16400.0,C,,3.0,8.0,0.006243,0.00022422781546050787,0.0002399232245681382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33344,3569,18323,11452,137.0,547.0,665.0,947.0,34.34500959692898,10.703574856046066,54.95141554702495,4.108685220729367,16.40475047984645,19.94361804222649,28.40091170825336,-8.457293666026871
3208,遠野市,岩手県,14338,2855,10579,151.0,5.437130923232033,10.280138268759902,522.0,18.79590954918623,51.62753852801383,27772,18.867924528301884,524.0,-8.785827452110045,27.65375198041193,768.0,38.09232320322627,5.0,0.006054,0.00018003744778914013,0.00019587871190159054,9.898475010712584,9.975808214115752,0.0773332034031692,19900.0,21500.0,8.040201005025116,10.0,0.012107,0.00036007489557828026,0.0003917574238031811,17.26,50.0,1339.4,7.55,26.98,39.364796689403214,141.509215038402,1.5937150850458557,1.5312854660601465,3.0,3.0,3.0,0.003632,0.00010802246867348409,0.00011752722714095432,2160.0,2680.0,24.074074074074073,17.8071,22.83,5.0229,12130.0,11740.0,A,,3.0,16.0,0.019372,0.0005761198329252485,0.0006268118780850897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25526,2426,12659,10441,93.0,523.0,544.0,665.0,40.90339261929014,9.504035101465174,49.59257227924469,3.643344041369584,20.48891326490637,21.31160385489305,26.051868682911543,-4.740264828018493
3209,一関市,岩手県,64943,13022,41308,629.0,5.27361599020734,10.917810401348166,1953.0,16.374200363871118,54.44903708299448,119273,20.599800457773345,2457.0,-3.957308024448114,24.55710848222146,2929.0,34.63315251565736,29.0,0.023078,0.0002431396879427867,0.00025941033347645626,9.93061621992438,9.778491062361445,-0.1521251575629385,20550.0,17650.0,-14.111922141119226,56.0,0.044564,0.0004695111215446916,0.00050093029912695,19.07,40.0,1355.1,9.67,28.46,38.945045203428776,141.22974927089868,1.3299808322556528,1.3642512159118703,6.0,6.0,30.0,0.023874,0.00025152381511322764,0.0002683555173894375,7640.0,8690.0,13.7434554973822,15.3137,17.87,2.5563,49890.0,48620.0,B,,3.0,21.0,0.016711,0.00017606667057925933,0.00018784886217260627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111792,11170,58683,41939,451.0,2117.0,2270.0,2924.0,37.51520681265207,9.991770430800056,52.493022756547866,4.034277944754544,18.93695434378131,20.30556748246744,26.155717761557177,-5.850150279089739
