iter	RMSE	R2
132	4.229184847	0.6489781735
133	4.210908492	0.6520054886
134	4.18938549	0.6555537704
135	4.163814293	0.6597458037
136	4.135506066	0.6643566005
137	4.112930487	0.6680111287
138	4.08942105	0.6717955666
139	4.067044787	0.6753774413
140	4.047979276	0.6784138417
141	4.025755512	0.6819352215
142	4.008356506	0.6846785835
143	3.990569351	0.6874708634
144	3.968603076	0.6909020562
145	3.946913045	0.6942715154
146	3.930888279	0.6967490373
147	3.915808429	0.6990712642
148	3.899957714	0.7015025792
149	3.877787918	0.7048866247
150	3.857882459	0.7079086003
151	3.84432903	0.7099573335
152	3.822316334	0.7132694028
153	3.808430844	0.7153488555
154	3.793106133	0.7176350569
155	3.782696342	0.7191827735
156	3.763152157	0.7220770927
157	3.751816217	0.7237489742
158	3.730587853	0.7268662733
159	3.718685114	0.7286064029
160	3.70328943	0.7308489379
161	3.687562428	0.7331301266
162	3.672188156	0.7353507681
163	3.662023883	0.7368137892
164	3.654045382	0.7379593546
165	3.647103131	0.7389541007
166	3.634212889	0.7407961097
167	3.618843363	0.7429838829
168	3.605926442	0.7448153698
169	3.585951657	0.7476346954
170	3.574262059	0.7492773503
171	3.558616161	0.751467562
172	3.541216056	0.7538920539
173	3.526454576	0.7559395683
174	3.51027028	0.7581746077
175	3.499702733	0.75962843
176	3.481485188	0.7621244034
177	3.470283811	0.7636526293
178	3.454484941	0.7657997284
179	3.433394845	0.7686506475
180	3.423801524	0.7699416777
181	3.408037514	0.7720552889
182	3.396456023	0.7736018997
183	3.382661887	0.7754371212
184	3.370407715	0.7770611959
185	3.362287342	0.7781341612
186	3.350775906	0.7796507611
187	3.340094744	0.7810533227
188	3.328512576	0.7825691363
189	3.31611616	0.7841856807
190	3.29776327	0.7865678988
191	3.289162703	0.787679709
192	3.277029424	0.7892432618
193	3.264074075	0.7909063717
194	3.251690243	0.792489956
195	3.241856516	0.7937431575
196	3.225872612	0.7957720333
197	3.217670314	0.7968092777
198	3.208370718	0.7979820895
199	3.198254101	0.7992540845
200	3.187897894	0.8005520428
201	3.175055386	0.8021557659
202	3.164051023	0.8035247983
203	3.147595689	0.805563108
204	3.134287926	0.8072037572
205	3.124583805	0.8083957483
206	3.115913297	0.8094576505
207	3.103408185	0.8109839909
208	3.094686327	0.812044924
209	3.085216695	0.813193436
210	3.077384376	0.8141407092
211	3.069412232	0.8151024205
212	3.057352248	0.8165525231
213	3.048546719	0.8176077013
214	3.042118824	0.8183760429
215	3.032996566	0.8194636641
216	3.026105571	0.8202830924
217	3.016287232	0.8214474001
218	3.010533724	0.8221279215
219	3.002304521	0.8230990084
220	2.995325641	0.8239204681
221	2.985719954	0.8250479934
222	2.974767653	0.8263291669
223	2.966780776	0.8272604837
224	2.960317443	0.8280123133
225	2.954436454	0.8286949787
226	2.94454718	0.829839865
227	2.938828872	0.8305001249
228	2.927300267	0.831827364
229	2.91794951	0.8329000452
230	2.909384366	0.8338795923
231	2.899955436	0.8349545961
232	2.889506115	0.8361418594
233	2.88208688	0.8369822391
234	2.871642491	0.8381616178
235	2.867024553	0.8386817095
236	2.861526105	0.8392998762
237	2.852856245	0.8402721804
238	2.83870277	0.8418531194
239	2.832111779	0.8425866479
240	2.825942263	0.8432717243
241	2.82007367	0.843921999
242	2.813626472	0.8446348282
243	2.804973882	0.8455889307
244	2.793391236	0.8468615245
245	2.786505389	0.8476155818
246	2.782292694	0.8480759892
247	2.771960321	0.8492022695
248	2.764141229	0.8500518042
249	2.755574572	0.8509798062
250	2.745399169	0.8520783364
251	2.737939155	0.8528811329
252	2.73364522	0.8533422267
253	2.721476485	0.8546450055
254	2.717238415	0.8550973666
255	2.70679295	0.8562092795
256	2.700337511	0.8568943155
257	2.691630667	0.8578156745
258	2.683763506	0.8586456191
259	2.677103098	0.8593463586
260	2.668554447	0.860243208
261	2.659987065	0.8611391445
262	2.65421835	0.8617407867
263	2.649047757	0.8622789382
264	2.645069683	0.8626922589
265	2.638769883	0.8633455356
266	2.631499432	0.8640975306
267	2.623362806	0.8649366552
268	2.615287926	0.8657668431
269	2.608277627	0.8664855045
270	2.60141289	0.8671873744
271	2.596699772	0.8676681858
272	2.588376004	0.8685152102
273	2.577745307	0.8695930323
274	2.570592814	0.8703157111
275	2.564247052	0.8709551978
276	2.555727007	0.8718113094
277	2.54574806	0.8728103917
278	2.539237064	0.8734601591
279	2.529233211	0.8744552551
280	2.521274509	0.8752441117
281	2.515749187	0.8757903126
282	2.509837548	0.8763733755
283	2.499893567	0.8773510527
284	2.494534603	0.8778763285
285	2.481835897	0.8791165321
286	2.474987646	0.879782731
287	2.465896612	0.8806642644
288	2.460189973	0.8812159647
289	2.452080978	0.8819977187
290	2.442644173	0.8829042318
291	2.436893352	0.8834549499
292	2.430220735	0.8840923153
293	2.425171145	0.8845734882
294	2.416334854	0.8854130859
295	2.408984625	0.8861091477
296	2.403733219	0.8866051535
297	2.398673272	0.8870820516
298	2.391006412	0.8878027355
299	2.386279597	0.8882459058
300	2.377910521	0.8890284113
301	2.370857669	0.8896857157
302	2.365525977	0.8901813173
303	2.359895325	0.890703497
304	2.350818305	0.8915426686
305	2.34674963	0.8919177685
306	2.342908061	0.8922713345
307	2.335960795	0.8929092683
308	2.326453428	0.8937792135
309	2.321593697	0.8942225194
310	2.313375381	0.894970087
311	2.308221761	0.8954375263
312	2.3049436	0.8957343169
313	2.295116846	0.8966214615
314	2.287570655	0.8973001474
315	2.277675346	0.8981867201
316	2.270647726	0.8988140274
317	2.26332441	0.8994656669
318	2.256912041	0.9000345204
319	2.246509474	0.9009539191
320	2.238232537	0.9016824164
321	2.234435061	0.9020157525
322	2.227564771	0.9026173769
323	2.22367581	0.9029571081
324	2.217595258	0.9034871023
325	2.21106111	0.9040550151
326	2.206723538	0.904431088
327	2.201927785	0.9048460262
328	2.193054858	0.9056113494
329	2.184227865	0.9063696443
330	2.174200453	0.9072273525
331	2.166789358	0.9078587341
332	2.160616025	0.9083830199
333	2.153603455	0.9089767652
334	2.147274219	0.9095109963
335	2.140753636	0.9100597341
336	2.133883597	0.9106360747
337	2.128809589	0.9110605535
338	2.124957646	0.9113821227
339	2.120798756	0.9117286626
340	2.112330382	0.9124321921
341	2.106282699	0.9129328943
342	2.098924325	0.9135401758
343	2.091849063	0.914122088
344	2.087082958	0.9145129736
345	2.080330934	0.9150652055
346	2.073713732	0.9156046743
347	2.067453788	0.9161134355
348	2.060921102	0.916642723
349	2.052269266	0.9173411289
350	2.047671954	0.9177110443
351	2.041495424	0.918206723
352	2.035119314	0.9187168476
353	2.029859032	0.9191364983
354	2.024666525	0.9195496771
355	2.018139431	0.9200675504
356	2.012048038	0.9205493458
357	2.007164986	0.9209345164
358	2.004669253	0.9211310162
359	1.999282861	0.9215542765
360	1.993334184	0.9220203977
361	1.98812448	0.9224274742
362	1.98651416	0.9225530861
363	1.976649777	0.9233203287
364	1.97160868	0.923710946
365	1.96629933	0.9241212708
366	1.963632855	0.9243269276
367	1.959661376	0.9246327181
368	1.955563771	0.9249475709
369	1.950707449	0.925319869
370	1.945859037	0.925690637
371	1.940469213	0.9261017251
372	1.932679358	0.9266938514
373	1.923498807	0.9273886302
374	1.916889902	0.9278867405
375	1.908905871	0.9284862069
376	1.903198871	0.928913173
377	1.896976149	0.9293772658
378	1.890931973	0.9298265874
379	1.885309198	0.9302432948
380	1.881467969	0.9305272573
381	1.876172712	0.9309177591
382	1.87259811	0.9311807479
383	1.869468538	0.9314105835
384	1.86681757	0.9316049697
385	1.861332874	0.9320062675
386	1.85705199	0.9323186657
387	1.849700771	0.9328534441
388	1.84237797	0.9333840462
389	1.837194632	0.9337583529
390	1.83044769	0.9342439933
391	1.82306656	0.9347732354
392	1.816905116	0.9352133861
393	1.812482634	0.935528393
394	1.807558295	0.9358782433
395	1.801316857	0.9363202993
396	1.79659482	0.9366537263
397	1.789235235	0.9371716476
398	1.780980378	0.937750043
399	1.774622462	0.9381937015
400	1.770787089	0.9384605684
401	1.766134793	0.9387835023
402	1.762260724	0.9390517681
403	1.754277195	0.939602742
404	1.750843799	0.9398389245
405	1.74517837	0.9402276363
406	1.739891993	0.9405892047
407	1.735384003	0.9408966679
408	1.729150211	0.9413205235
409	1.725118744	0.9415938238
410	1.718913404	0.942013248
411	1.714375426	0.9423190171
412	1.70967127	0.9426351299
413	1.703674905	0.9430368182
414	1.699054987	0.9433453377
415	1.695031645	0.9436133351
416	1.690890101	0.9438885424
417	1.685318105	0.9442577417
418	1.681252769	0.9445263411
419	1.675226685	0.9449232949
420	1.670309759	0.9452461296
421	1.664126381	0.9456507697
422	1.658887355	0.9459924371
423	1.655451118	0.946215949
424	1.64999469	0.9465699132
425	1.642574262	0.9470494088
426	1.639899829	0.9472216963
427	1.635488603	0.947505255
428	1.631515389	0.9477600039
429	1.624855512	0.9481856227
430	1.620203782	0.9484818725
431	1.613524859	0.9489057406
432	1.6083108	0.9492354263
433	1.603706239	0.9495256861
434	1.602006027	0.9496326528
435	1.596852422	0.949956192
436	1.592568913	0.9502243139
437	1.588082984	0.9505043341
438	1.584146794	0.9507493879
439	1.578912067	0.9510743421
440	1.575279052	0.9512992351
441	1.57012409	0.9516174515
442	1.564380928	0.9519707492
443	1.56002658	0.9522377494
444	1.556455498	0.9524561658
445	1.550963532	0.9527910915
446	1.54738091	0.9530089385
447	1.544170359	0.953203733
448	1.538307919	0.9535583824
449	1.532592929	0.9539028133
450	1.528788469	0.9541313896
451	1.525315164	0.9543395737
452	1.519785821	0.9546700162
453	1.514655012	0.9549755684
454	1.508356007	0.9553492764
455	1.502998543	0.9556658991
456	1.497734942	0.9559758773
457	1.492887659	0.9562603763
458	1.489360669	0.9564668044
459	1.484772848	0.9567345903
460	1.481144237	0.9569458031
461	1.478421406	0.9571039531
462	1.474429589	0.9573352837
463	1.470165974	0.9575816744
464	1.467920212	0.9577111683
465	1.464379867	0.9579149075
466	1.460483344	0.9581385754
467	1.456235266	0.9583817442
468	1.453467263	0.9585398093
469	1.447366556	0.9588871245
470	1.442083177	0.9591867285
471	1.437928584	0.9594215531
472	1.433811023	0.9596536161
473	1.429632595	0.9598884292
474	1.425321112	0.9601300012
475	1.421045974	0.9603688163
476	1.415460549	0.960679745
477	1.411549002	0.9608967634
478	1.409073715	0.9610337858
479	1.40463069	0.9612791312
480	1.401617841	0.961445061
481	1.397883169	0.9616502499
482	1.393282344	0.961902274
483	1.38730058	0.9622287009
484	1.383819309	0.9624180285
485	1.380062034	0.9626218327
486	1.375548289	0.9628659371
487	1.372293968	0.9630414354
488	1.369528611	0.9631902383
489	1.367145435	0.9633182353
490	1.364883453	0.963439517
491	1.360849913	0.9636552868
492	1.355634097	0.9639333543
493	1.352451129	0.9641025211
494	1.348061342	0.9643351751
495	1.343083231	0.9645980944
496	1.339887284	0.9647663758
497	1.333619798	0.965095224
498	1.329660735	0.9653021572
499	1.324425658	0.9655748407
500	1.321092676	0.9657478879
501	1.317373007	0.9659404969
502	1.313835506	0.9661231692
503	1.310806026	0.9662792174
504	1.306933337	0.9664781747
505	1.303477902	0.9666551988
506	1.301852568	0.9667383036
507	1.298598245	0.9669043885
508	1.29357479	0.9671599452
509	1.290449969	0.9673184136
510	1.287523232	0.967466489
511	1.28387769	0.9676504614
512	1.279739351	0.9678586706
513	1.275868427	0.9680528171
514	1.270501784	0.9683210087
515	1.266763459	0.9685071589
516	1.262454945	0.9687210215
517	1.258709261	0.9689063546
518	1.256267639	0.9690268674
519	1.2517498	0.9692492404
520	1.247868123	0.969439661
521	1.244609635	0.9695990536
522	1.242017728	0.969725542
523	1.23845808	0.9698988278
524	1.235789969	0.9700283869
525	1.233251401	0.9701513962
526	1.231196812	0.9702507685
527	1.226783938	0.9704636416
528	1.223528272	0.9706202021
529	1.218061806	0.9708821411
530	1.216431906	0.9709600147
531	1.213341182	0.9711073975
532	1.212308355	0.9711565648
533	1.209251662	0.9713018321
534	1.205313703	0.9714884404
535	1.200406412	0.9717201306
536	1.197575078	0.9718533777
537	1.193480416	0.9720455224
538	1.191496477	0.9721383834
539	1.189132733	0.97224882
540	1.185626195	0.9724122451
541	1.182235868	0.9725697952
542	1.177955943	0.9727680412
543	1.174299821	0.9729368231
544	1.172641422	0.9730132088
545	1.169047158	0.9731783898
546	1.165068011	0.9733606672
547	1.163664716	0.9734248014
548	1.160439843	0.9735718934
549	1.158276087	0.9736703572
550	1.156219236	0.9737637858
551	1.151236186	0.9739894431
552	1.148320749	0.9741210166
553	1.146919715	0.9741841266
554	1.143035917	0.9743586704
555	1.139596681	0.9745127407
556	1.13680334	0.9746375345
557	1.132805736	0.9748155967
558	1.129314814	0.974970577
559	1.127119866	0.9750677774
560	1.124112097	0.9752006653
561	1.12157278	0.9753125799
562	1.119864867	0.9753877098
563	1.115439793	0.9755818333
564	1.113763633	0.975655164
565	1.109907651	0.9758234416
566	1.105833127	0.9760006225
567	1.104447355	0.9760607343
568	1.101708527	0.9761793171
569	1.098299919	0.9763264881
570	1.096982164	0.9763832616
571	1.094228707	0.9765016702
572	1.092434503	0.9765786673
573	1.090216109	0.9766736936
574	1.08824758	0.976757855
575	1.08611843	0.9768487122
