iter	Passed	Remaining
0	9	9269
1	18	9086
2	37	12602
3	50	12581
4	64	12855
5	84	14007
6	93	13242
7	106	13164
8	120	13275
9	135	13450
10	147	13248
11	164	13580
12	178	13575
13	194	13704
14	212	13926
15	221	13598
16	230	13356
17	240	13127
18	251	12992
19	264	12977
20	278	12966
21	291	12948
22	307	13054
23	318	12940
24	331	12933
25	343	12884
26	350	12635
27	357	12402
28	363	12178
29	369	11960
30	377	11811
31	384	11628
32	390	11455
33	397	11291
34	403	11129
35	409	10977
36	416	10832
37	422	10705
38	429	10574
39	435	10453
40	441	10332
41	448	10228
42	454	10124
43	461	10021
44	467	9927
45	474	9835
46	480	9749
47	487	9664
48	493	9580
49	499	9495
50	506	9416
51	512	9344
52	519	9275
53	526	9229
54	533	9164
55	539	9100
56	546	9036
57	552	8973
58	558	8911
59	565	8854
60	571	8798
61	577	8741
62	584	8688
63	590	8634
64	596	8587
65	603	8546
66	610	8508
67	617	8466
68	624	8431
69	631	8390
70	639	8363
71	645	8319
72	651	8277
73	658	8236
74	664	8194
75	670	8153
76	677	8117
77	684	8085
78	690	8050
79	696	8015
80	703	7983
81	710	7950
82	716	7918
83	723	7886
84	729	7854
85	735	7820
86	743	7806
87	750	7778
88	756	7748
89	763	7722
90	770	7693
91	776	7663
92	783	7637
93	789	7611
94	796	7583
95	802	7559
96	809	7534
97	816	7513
98	822	7485
99	829	7464
100	835	7438
101	842	7414
102	848	7390
103	855	7368
104	861	7345
105	873	7365
106	881	7353
107	887	7331
108	894	7307
109	900	7285
110	906	7263
111	913	7240
112	919	7219
113	925	7196
114	932	7175
115	938	7154
116	945	7134
117	951	7115
118	959	7105
119	966	7085
120	972	7064
121	978	7045
122	985	7028
123	999	7057
124	1017	7123
125	1030	7149
126	1045	7188
127	1060	7225
128	1073	7250
129	1088	7287
130	1099	7290
131	1116	7342
132	1125	7334
133	1135	7338
134	1145	7336
135	1153	7330
136	1163	7329
137	1173	7331
138	1180	7311
139	1186	7289
140	1193	7269
141	1199	7249
142	1206	7229
143	1212	7208
144	1218	7187
145	1225	7168
146	1232	7149
147	1238	7128
148	1244	7109
149	1251	7090
150	1257	7071
151	1264	7052
152	1266	7011
153	1272	6993
154	1279	6976
155	1285	6956
156	1292	6939
157	1298	6921
158	1305	6903
159	1311	6887
160	1318	6871
161	1326	6862
162	1341	6890
163	1355	6912
164	1365	6912
165	1372	6894
166	1378	6877
167	1385	6860
168	1391	6844
169	1398	6827
170	1404	6811
171	1411	6796
172	1428	6830
173	1439	6834
174	1450	6838
175	1460	6838
176	1470	6836
177	1481	6839
178	1493	6851
179	1506	6864
180	1519	6877
181	1535	6899
182	1548	6915
183	1561	6926
184	1568	6910
185	1575	6894
186	1582	6880
187	1590	6868
188	1597	6854
189	1604	6840
190	1611	6824
191	1617	6807
192	1624	6790
193	1630	6774
194	1636	6756
195	1643	6740
196	1649	6724
197	1656	6709
198	1662	6692
199	1669	6677
200	1675	6660
201	1682	6645
202	1689	6635
203	1696	6619
204	1702	6604
205	1709	6589
206	1716	6574
207	1722	6559
208	1729	6543
209	1735	6529
210	1742	6516
211	1749	6501
212	1755	6487
213	1762	6473
214	1768	6458
215	1775	6443
216	1781	6428
217	1787	6413
218	1794	6399
219	1801	6386
220	1807	6371
221	1814	6357
222	1820	6343
223	1827	6329
224	1833	6316
225	1840	6303
226	1847	6290
227	1855	6282
228	1863	6272
229	1870	6261
230	1877	6248
231	1883	6235
232	1890	6222
233	1897	6210
234	1903	6197
235	1910	6185
236	1917	6173
237	1924	6160
238	1930	6146
239	1937	6134
240	1943	6120
241	1949	6107
242	1956	6093
243	1962	6080
244	1969	6068
245	1975	6055
246	1982	6043
247	1989	6031
248	1995	6018
249	2004	6012
250	2010	6000
251	2017	5988
252	2023	5975
253	2030	5962
254	2038	5956
255	2045	5944
256	2051	5932
257	2058	5920
258	2064	5907
259	2071	5896
260	2077	5883
261	2084	5871
262	2092	5864
263	2100	5855
264	2106	5842
265	2113	5830
266	2121	5824
267	2128	5813
268	2134	5801
269	2141	5790
270	2148	5780
271	2155	5769
272	2161	5757
273	2168	5744
274	2174	5734
275	2181	5722
276	2189	5715
277	2196	5703
278	2202	5692
279	2209	5680
280	2215	5669
281	2222	5658
282	2228	5646
283	2235	5635
284	2241	5624
285	2248	5612
286	2254	5601
287	2261	5590
288	2267	5579
289	2274	5567
290	2280	5555
291	2286	5544
292	2293	5533
293	2300	5523
294	2306	5511
295	2312	5501
296	2319	5490
297	2325	5479
298	2332	5468
299	2338	5457
300	2346	5449
301	2362	5461
302	2376	5466
303	2387	5466
304	2394	5455
305	2400	5445
306	2407	5433
307	2413	5423
308	2420	5411
309	2426	5401
310	2434	5394
311	2445	5392
312	2456	5392
313	2469	5396
314	2482	5398
315	2495	5402
316	2509	5407
317	2524	5414
318	2535	5412
319	2544	5406
320	2556	5407
321	2566	5405
322	2578	5403
323	2599	5424
324	2627	5457
325	2640	5459
326	2653	5460
327	2668	5466
328	2680	5467
329	2691	5464
330	2702	5462
331	2711	5455
332	2721	5450
333	2731	5445
334	2740	5440
335	2749	5434
336	2759	5428
337	2769	5424
338	2784	5428
339	2799	5434
340	2808	5428
341	2820	5426
342	2829	5419
343	2843	5423
344	2858	5427
345	2871	5428
346	2885	5430
347	2898	5430
348	2911	5431
349	2924	5432
350	2938	5432
351	2950	5431
352	2963	5431
353	2976	5431
354	2989	5431
355	3003	5432
356	3016	5432
357	3029	5432
358	3042	5431
359	3054	5431
360	3068	5431
361	3083	5434
362	3097	5435
363	3110	5435
364	3123	5434
365	3136	5433
366	3149	5432
367	3162	5431
368	3175	5430
369	3188	5429
370	3202	5429
371	3215	5428
372	3228	5427
373	3242	5426
374	3255	5425
375	3268	5424
376	3281	5423
377	3297	5426
378	3308	5421
379	3318	5414
380	3327	5405
381	3337	5398
382	3345	5390
383	3356	5384
384	3367	5379
385	3379	5375
386	3396	5380
387	3416	5388
388	3433	5393
389	3444	5388
390	3453	5378
391	3464	5373
392	3475	5367
393	3485	5360
394	3493	5351
395	3504	5345
396	3517	5343
397	3531	5341
398	3546	5342
399	3557	5335
400	3568	5330
401	3579	5325
402	3589	5317
403	3599	5310
404	3609	5302
405	3620	5296
406	3628	5287
407	3639	5281
408	3648	5272
409	3659	5266
410	3668	5257
411	3679	5251
412	3691	5246
413	3700	5237
414	3709	5229
415	3719	5221
416	3732	5218
417	3745	5215
418	3758	5211
419	3771	5208
420	3784	5204
421	3797	5200
422	3809	5196
423	3822	5193
424	3836	5189
425	3848	5185
426	3856	5175
427	3866	5166
428	3875	5157
429	3884	5149
430	3893	5139
431	3904	5133
432	3914	5125
433	3924	5117
434	3936	5113
435	3946	5105
436	3955	5096
437	3964	5086
438	3976	5081
439	3990	5079
440	4005	5076
441	4022	5078
442	4036	5074
443	4049	5070
444	4062	5066
445	4075	5062
446	4084	5053
447	4091	5041
448	4097	5028
449	4104	5016
450	4110	5003
451	4118	4992
452	4125	4980
453	4131	4968
454	4137	4956
455	4144	4943
456	4150	4931
457	4156	4919
458	4163	4907
459	4170	4895
460	4176	4883
461	4182	4871
462	4189	4859
463	4195	4846
464	4202	4834
465	4208	4823
466	4215	4810
467	4221	4799
468	4227	4786
469	4234	4774
470	4241	4764
471	4248	4752
472	4255	4741
473	4261	4728
474	4268	4717
475	4274	4705
476	4281	4694
477	4288	4682
478	4294	4671
479	4301	4660
480	4308	4648
481	4314	4636
482	4320	4624
483	4327	4613
484	4333	4601
485	4340	4590
486	4346	4578
487	4352	4566
488	4359	4555
489	4365	4543
490	4372	4533
491	4379	4522
492	4386	4510
493	4392	4499
494	4398	4487
495	4404	4475
496	4411	4464
497	4421	4456
498	4434	4451
499	4447	4447
500	4458	4440
501	4464	4429
502	4471	4417
503	4477	4406
504	4483	4395
505	4490	4383
506	4499	4375
507	4506	4364
508	4512	4353
509	4521	4343
510	4527	4332
511	4534	4322
512	4541	4311
513	4548	4301
514	4555	4290
515	4562	4280
516	4569	4269
517	4576	4258
518	4582	4247
519	4588	4235
520	4595	4224
521	4601	4213
522	4610	4204
523	4616	4193
524	4622	4182
525	4629	4171
526	4635	4160
527	4642	4150
528	4648	4138
529	4655	4128
530	4661	4117
531	4668	4106
532	4675	4096
533	4681	4085
534	4687	4074
535	4696	4065
536	4703	4055
537	4709	4044
538	4716	4033
539	4722	4023
540	4729	4012
541	4736	4002
542	4743	3991
543	4750	3982
544	4757	3971
545	4763	3961
546	4774	3954
547	4781	3943
548	4788	3933
549	4795	3923
550	4801	3913
551	4808	3902
552	4815	3892
553	4821	3881
554	4828	3871
555	4834	3860
556	4841	3850
557	4847	3839
558	4854	3829
559	4860	3818
560	4866	3808
561	4873	3797
562	4879	3787
563	4885	3777
564	4892	3766
565	4899	3756
566	4905	3746
567	4911	3735
568	4918	3725
569	4925	3715
570	4932	3705
571	4941	3697
572	4951	3690
573	4965	3684
574	4984	3684
575	4997	3678
576	5015	3676
577	5030	3672
578	5047	3670
579	5060	3664
580	5075	3660
581	5088	3654
582	5101	3648
583	5114	3643
584	5128	3637
585	5140	3632
586	5154	3626
587	5163	3617
588	5174	3610
589	5183	3601
590	5194	3594
591	5202	3585
592	5213	3578
593	5224	3571
594	5234	3562
595	5243	3554
596	5254	3546
597	5263	3538
598	5276	3532
599	5286	3524
600	5295	3515
601	5306	3508
602	5315	3499
603	5325	3491
604	5333	3482
605	5348	3477
606	5365	3473
607	5374	3465
608	5384	3456
609	5394	3449
610	5405	3441
611	5416	3434
612	5426	3425
613	5437	3418
614	5465	3421
615	5488	3421
616	5509	3419
617	5523	3414
618	5538	3408
619	5550	3401
620	5558	3392
621	5569	3384
622	5578	3375
623	5589	3368
624	5598	3359
625	5605	3348
626	5611	3338
627	5618	3327
628	5624	3317
629	5632	3307
630	5639	3297
631	5645	3287
632	5652	3276
633	5658	3266
634	5665	3256
635	5673	3247
636	5679	3236
637	5686	3226
638	5693	3216
639	5699	3206
640	5706	3195
641	5712	3185
642	5719	3175
643	5725	3165
644	5732	3154
645	5738	3144
646	5745	3134
647	5751	3124
648	5758	3114
649	5764	3104
650	5771	3093
651	5780	3085
652	5787	3075
653	5794	3065
654	5802	3056
655	5809	3046
656	5816	3036
657	5823	3026
658	5830	3017
659	5839	3008
660	5846	2998
661	5853	2988
662	5859	2978
663	5866	2968
664	5872	2958
665	5879	2948
666	5886	2938
667	5892	2928
668	5899	2918
669	5907	2909
670	5914	2900
671	5921	2890
672	5928	2880
673	5935	2870
674	5942	2861
675	5949	2851
676	5957	2842
677	5964	2832
678	5971	2823
679	5977	2813
680	5984	2803
681	5992	2794
682	5999	2784
683	6006	2774
684	6013	2765
685	6019	2755
686	6026	2745
687	6033	2736
688	6039	2726
689	6046	2716
690	6053	2706
691	6062	2698
