iter	Passed	Remaining
0	0	388
1	8	2602
2	10	2175
3	15	2316
4	17	2104
5	18	1842
6	19	1683
7	21	1586
8	22	1476
9	23	1375
10	23	1275
11	23	1188
12	24	1128
13	25	1066
14	26	1028
15	26	985
16	27	969
17	28	928
18	28	894
19	29	861
20	29	838
21	30	810
22	31	793
23	31	771
24	32	756
25	32	735
26	33	716
27	33	699
28	34	695
29	35	679
30	35	666
31	36	653
32	37	647
33	37	634
34	38	622
35	38	615
36	39	604
37	39	598
38	40	588
39	41	583
40	41	574
41	42	570
42	42	564
43	43	559
44	44	551
45	44	545
46	45	539
47	45	536
48	46	529
49	47	526
50	47	520
51	48	516
52	48	510
53	49	507
54	49	501
55	50	498
56	51	493
57	51	491
58	52	486
59	52	482
60	53	478
61	53	474
62	54	469
63	54	465
64	55	461
65	56	466
66	57	463
67	58	460
68	58	458
69	59	457
70	60	454
71	60	451
72	61	450
73	62	449
74	62	445
75	63	444
76	63	440
77	64	437
78	64	434
79	65	433
80	66	430
81	66	428
82	67	425
83	67	423
84	68	420
85	69	420
86	69	417
87	70	416
88	70	413
89	71	411
90	71	408
91	72	407
92	72	403
93	73	402
94	74	400
95	74	399
96	75	397
97	76	397
98	77	396
99	77	394
100	78	392
101	78	391
102	79	389
103	79	386
104	80	385
105	80	383
106	81	381
107	82	380
108	82	378
109	82	375
110	83	373
111	83	371
112	84	369
113	85	369
114	85	367
115	86	366
116	86	364
117	87	363
118	88	362
119	88	361
120	89	359
121	89	358
122	90	356
123	91	355
124	91	353
125	92	353
126	92	351
127	93	348
128	93	346
129	93	345
130	94	344
131	95	345
132	96	345
133	97	346
134	98	345
135	101	352
136	101	350
137	102	349
138	103	348
139	104	348
140	106	351
141	107	351
142	108	351
143	109	352
144	110	353
145	111	352
146	112	352
147	113	352
148	114	351
149	114	350
150	115	349
151	116	348
152	116	347
153	117	345
154	117	344
155	118	343
156	118	341
157	119	341
158	120	339
159	120	338
160	121	337
161	122	337
162	123	336
163	124	335
164	124	334
165	125	333
166	125	332
167	126	330
168	126	329
169	127	327
170	128	327
171	128	326
172	129	325
173	129	323
174	130	323
175	131	321
176	131	320
177	132	319
178	133	318
179	133	318
180	134	317
181	134	315
182	135	314
183	136	313
184	136	313
185	137	312
186	138	311
187	138	310
188	139	309
189	140	308
190	140	307
191	141	306
192	142	305
193	142	304
194	143	303
195	143	302
196	144	301
197	145	300
198	145	299
199	146	298
200	146	297
201	147	296
202	148	295
203	148	294
204	149	293
205	149	292
206	150	291
207	150	290
208	151	289
209	152	288
210	152	287
211	153	286
212	153	285
213	154	284
214	155	283
215	155	282
216	156	281
217	156	280
218	157	280
219	158	279
220	158	278
221	159	277
222	159	276
223	160	274
224	160	273
225	161	272
226	162	272
227	162	271
